TransactionId,isBuy,Ticker,Shares,Total Amount,Dollars per Share
0,True,AAPL,5,898.4750366210938,179.69500732421875
1,True,MSFT,10,4154.700012207031,415.4700012207031
2,True,TMUS,22,3594.139892578125,163.3699951171875
3,True,EMKR,3200,1311.9999885559082,0.4099999964237213
